"Month","Date","State","TotalSamples","Negative","Positive"
"2020-10","2020-10-05","Manipur",254209,,
"2020-10","2020-10-05","Meghalaya",160779,154012,
"2020-10","2020-10-05","Mizoram",83092,,
"2020-10","2020-10-05","Nagaland",82417,,
"2020-10","2020-10-05","Odisha",3482402,,
"2020-10","2020-10-05","Puducherry",209900,177219,31416
"2020-10","2020-10-05","Punjab",1973958,,
"2020-10","2020-10-05","Rajasthan",3219068,3071195,
"2020-10","2020-10-05","Sikkim",51741,,
"2020-10","2020-10-05","Tamil Nadu",7782736,,
"2020-10","2020-10-05","Telangana",3241597,,
"2020-10","2020-10-05","Tripura",399915,372885,27030
"2020-10","2020-10-05","Uttar Pradesh",10888520,,
"2020-10","2020-10-05","Uttarakhand",753224,670728,
"2020-10","2020-10-05","West Bengal",3438128,,
"2020-10","2020-10-06","Andaman and Nicobar Islands",63790,,3912
"2020-10","2020-10-06","Andhra Pradesh",6216240,5486933,
"2020-10","2020-10-06","Arunachal Pradesh",263242,243642,
"2020-10","2020-10-06","Assam",3705740,,
"2020-10","2020-10-06","Bihar",7893739,,
"2020-10","2020-10-06","Chandigarh",82586,69370,
"2020-10","2020-10-06","Chhattisgarh",1212678,,
"2020-10","2020-10-06","Dadra and Nagar Haveli and Daman and Diu",68056,64498,3103
"2020-10","2020-10-06","Delhi",3370968,,
"2020-10","2020-10-06","Goa",264139,,
"2020-10","2020-10-06","Gujarat",4754655,,
"2020-10","2020-10-06","Haryana",2079160,1937126,
"2020-10","2020-10-06","Himachal Pradesh",311773,295234,
"2020-10","2020-10-06","Jammu and Kashmir",1741300,1660824,
"2020-10","2020-10-06","Jharkhand",2465841,2376968,88873
"2020-10","2020-10-06","Karnataka",5419954,,
"2020-10","2020-10-06","Kerala",3263691,,242801
"2020-10","2020-10-06","Ladakh",58978,50484,4720
"2020-10","2020-10-06","Madhya Pradesh",2257909,2049978,
"2020-10","2020-10-06","Maharashtra",7241376,5775465,1465911
"2020-10","2020-10-06","Manipur",256590,,
"2020-10","2020-10-06","Meghalaya",163061,156074,
"2020-10","2020-10-06","Mizoram",83965,,
"2020-10","2020-10-06","Nagaland",82968,,
"2020-10","2020-10-06","Odisha",3524242,,
"2020-10","2020-10-06","Puducherry",215155,181563,31823
"2020-10","2020-10-06","Punjab",1996719,,
"2020-10","2020-10-06","Rajasthan",3245268,3094311,
"2020-10","2020-10-06","Sikkim",51935,,
"2020-10","2020-10-06","Tamil Nadu",7863864,,
"2020-10","2020-10-06","Telangana",3292195,,
"2020-10","2020-10-06","Tripura",402294,374989,27305
"2020-10","2020-10-06","Uttar Pradesh",11044860,,
"2020-10","2020-10-06","Uttarakhand",763884,681486,
"2020-10","2020-10-06","West Bengal",3480510,,
"2020-10","2020-10-07","Andaman and Nicobar Islands",65111,,3935
"2020-10","2020-10-07","Andhra Pradesh",6283009,5548582,
"2020-10","2020-10-07","Arunachal Pradesh",265870,245963,
"2020-10","2020-10-07","Assam",3739086,,
"2020-10","2020-10-07","Bihar",7995594,,
"2020-10","2020-10-07","Chandigarh",83413,70078,
"2020-10","2020-10-07","Chhattisgarh",1238699,,
"2020-10","2020-10-07","Dadra and Nagar Haveli and Daman and Diu",68466,64888,3120
"2020-10","2020-10-07","Delhi",3422473,,
"2020-10","2020-10-07","Goa",265959,,
"2020-10","2020-10-07","Gujarat",4806040,,
"2020-10","2020-10-07","Haryana",2103722,1960080,
"2020-10","2020-10-07","Himachal Pradesh",314347,297648,
"2020-10","2020-10-07","Jammu and Kashmir",1761792,1680695,
"2020-10","2020-10-07","Jharkhand",2496645,2406943,89702
"2020-10","2020-10-07","Karnataka",5524302,,
"2020-10","2020-10-07","Kerala",3340242,,253407
"2020-10","2020-10-07","Ladakh",59766,51158,
"2020-10","2020-10-07","Madhya Pradesh",2289634,2080064,
"2020-10","2020-10-07","Maharashtra",7324188,5843699,1480489
"2020-10","2020-10-07","Manipur",259735,,
"2020-10","2020-10-07","Meghalaya",164879,157709,
"2020-10","2020-10-07","Mizoram",84822,,
"2020-10","2020-10-07","Nagaland",83560,,
"2020-10","2020-10-07","Odisha",3569600,,
"2020-10","2020-10-07","Puducherry",220349,186349,32310
"2020-10","2020-10-07","Punjab",2025935,,
"2020-10","2020-10-07","Rajasthan",3267575,3112877,
"2020-10","2020-10-07","Sikkim",51991,,
"2020-10","2020-10-07","Tamil Nadu",7957106,,
"2020-10","2020-10-07","Telangana",3346472,,
"2020-10","2020-10-07","Tripura",404688,377146,27542
"2020-10","2020-10-07","Uttar Pradesh",11208621,,
"2020-10","2020-10-07","Uttarakhand",776868,694433,
"2020-10","2020-10-07","West Bengal",3523161,,
"2020-10","2020-10-08","Andaman and Nicobar Islands",66244,,3952
"2020-10","2020-10-08","Andhra Pradesh",6349953,5610234,
"2020-10","2020-10-08","Arunachal Pradesh",268286,248047,
"2020-10","2020-10-08","Assam",3771494,,
"2020-10","2020-10-08","Bihar",8100131,,
"2020-10","2020-10-08","Chandigarh",84167,70726,
"2020-10","2020-10-08","Chhattisgarh",1266497,,
"2020-10","2020-10-08","Dadra and Nagar Haveli and Daman and Diu",68831,65283,3132
"2020-10","2020-10-08","Delhi",3475795,,
"2020-10","2020-10-08","Goa",267362,,
"2020-10","2020-10-08","Gujarat",4858505,,
"2020-10","2020-10-08","Haryana",2130281,1985376,
"2020-10","2020-10-08","Himachal Pradesh",316865,299934,
"2020-10","2020-10-08","Jammu and Kashmir",1780540,1698747,
"2020-10","2020-10-08","Jharkhand",2538755,2448269,90486
"2020-10","2020-10-08","Karnataka",5629550,,
"2020-10","2020-10-08","Kerala",3402903,,258852
"2020-10","2020-10-08","Ladakh",60690,51953,
"2020-10","2020-10-08","Madhya Pradesh",2320430,2109145,
"2020-10","2020-10-08","Maharashtra",7404231,5910347,1493884
"2020-10","2020-10-08","Manipur",271941,,
"2020-10","2020-10-08","Meghalaya",167265,160004,
"2020-10","2020-10-08","Mizoram",85701,,
"2020-10","2020-10-08","Nagaland",84033,,
"2020-10","2020-10-08","Odisha",3619509,,
"2020-10","2020-10-08","Puducherry",225018,190598,32658
"2020-10","2020-10-08","Punjab",2053875,,
"2020-10","2020-10-08","Rajasthan",3291115,3136383,
"2020-10","2020-10-08","Sikkim",52043,,
"2020-10","2020-10-08","Tamil Nadu",8044447,,
"2020-10","2020-10-08","Telangana",3396839,,
"2020-10","2020-10-08","Tripura",406747,378991,27756
"2020-10","2020-10-08","Uttar Pradesh",11375818,,
"2020-10","2020-10-08","Uttarakhand",789115,705798,
"2020-10","2020-10-08","West Bengal",3565602,,
"2020-10","2020-10-09","Andaman and Nicobar Islands",67332,,3976
"2020-10","2020-10-09","Andhra Pradesh",6420474,5675610,
"2020-10","2020-10-09","Arunachal Pradesh",271035,250405,
"2020-10","2020-10-09","Assam",3803080,,
"2020-10","2020-10-09","Bihar",8199627,,
"2020-10","2020-10-09","Chandigarh",85187,71678,
"2020-10","2020-10-09","Chhattisgarh",1297381,,
"2020-10","2020-10-09","Dadra and Nagar Haveli and Daman and Diu",69192,65638,3140
"2020-10","2020-10-09","Delhi",3524930,,
"2020-10","2020-10-09","Goa",269205,,
"2020-10","2020-10-09","Gujarat",4910167,,
"2020-10","2020-10-09","Haryana",2156747,2010557,
"2020-10","2020-10-09","Himachal Pradesh",319667,302581,
"2020-10","2020-10-09","Jammu and Kashmir",1800252,1717823,
"2020-10","2020-10-09","Jharkhand",2576536,2485282,91254
"2020-10","2020-10-09","Karnataka",5739530,,
"2020-10","2020-10-09","Kerala",3471365,,268102
"2020-10","2020-10-09","Madhya Pradesh",2348457,2135565,
"2020-10","2020-10-09","Maharashtra",7487383,5981365,1506018
"2020-10","2020-10-09","Manipur",283615,,
"2020-10","2020-10-09","Meghalaya",169449,162061,
"2020-10","2020-10-09","Mizoram",85986,,
"2020-10","2020-10-09","Nagaland",84777,,
"2020-10","2020-10-09","Odisha",3664678,,
"2020-10","2020-10-09","Puducherry",230024,195147,33029
"2020-10","2020-10-09","Punjab",2084554,,
"2020-10","2020-10-09","Rajasthan",3311811,3154680,
"2020-10","2020-10-09","Sikkim",52383,,
"2020-10","2020-10-09","Tamil Nadu",8141534,,
"2020-10","2020-10-09","Telangana",3449925,,
"2020-10","2020-10-09","Tripura",409037,381058,27979
"2020-10","2020-10-09","Uttar Pradesh",11549475,,
"2020-10","2020-10-09","Uttarakhand",801966,719475,
"2020-10","2020-10-09","West Bengal",3608134,,
"2020-10","2020-10-10","Andaman and Nicobar Islands",68464,,3992
"2020-10","2020-10-10","Andhra Pradesh",6494099,,
"2020-10","2020-10-10","Arunachal Pradesh",273441,252475,
"2020-10","2020-10-10","Assam",3830571,,
"2020-10","2020-10-10","Bihar",8306444,,
"2020-10","2020-10-10","Chandigarh",86201,72589,
"2020-10","2020-10-10","Chhattisgarh",1328665,,
"2020-10","2020-10-10","Dadra and Nagar Haveli and Daman and Diu",69529,65980,3152
"2020-10","2020-10-10","Delhi",3574666,,
"2020-10","2020-10-10","Goa",270616,,
"2020-10","2020-10-10","Gujarat",4961455,,
"2020-10","2020-10-10","Haryana",2184243,2037038,
"2020-10","2020-10-10","Himachal Pradesh",322427,305053,
"2020-10","2020-10-10","Jammu and Kashmir",1818753,1735689,
"2020-10","2020-10-10","Jharkhand",2615470,2523519,91951
"2020-10","2020-10-10","Karnataka",5852300,,
"2020-10","2020-10-10","Kerala",3538678,,279857
"2020-10","2020-10-10","Madhya Pradesh",2377711,2163203,
"2020-10","2020-10-10","Maharashtra",7569447,6052013,1517434
"2020-10","2020-10-10","Manipur",288908,,
"2020-10","2020-10-10","Meghalaya",171415,163871,
"2020-10","2020-10-10","Mizoram",87240,,
"2020-10","2020-10-10","Nagaland",85196,,
"2020-10","2020-10-10","Odisha",3710592,,
"2020-10","2020-10-10","Puducherry",234858,199583,
"2020-10","2020-10-10","Punjab",2117713,,
"2020-10","2020-10-10","Rajasthan",3335785,3176313,
"2020-10","2020-10-10","Sikkim",52682,,
"2020-10","2020-10-10","Tamil Nadu",8232725,,
"2020-10","2020-10-10","Telangana",3500394,,
"2020-10","2020-10-10","Tripura",411567,383417,28150
"2020-10","2020-10-10","Uttar Pradesh",11726075,,
"2020-10","2020-10-10","Uttarakhand",814616,730323,
"2020-10","2020-10-10","West Bengal",3650989,,
"2020-10","2020-10-11","Andaman and Nicobar Islands",69146,,4005
"2020-10","2020-10-11","Andhra Pradesh",6569616,5813889,
"2020-10","2020-10-11","Arunachal Pradesh",275319,254145,
"2020-10","2020-10-11","Assam",3841947,,
"2020-10","2020-10-11","Bihar",8403189,,
"2020-10","2020-10-11","Chandigarh",87485,73784,
"2020-10","2020-10-11","Chhattisgarh",1353822,,
"2020-10","2020-10-11","Dadra and Nagar Haveli and Daman and Diu",69785,66324,3163
"2020-10","2020-10-11","Delhi",3623419,,
"2020-10","2020-10-11","Goa",271962,,
"2020-10","2020-10-11","Gujarat",5012705,,
"2020-10","2020-10-11","Haryana",2207900,2059967,
"2020-10","2020-10-11","Himachal Pradesh",324507,306967,
"2020-10","2020-10-11","Jammu and Kashmir",1839765,1756132,
"2020-10","2020-10-11","Jharkhand",2640471,2547946,
"2020-10","2020-10-11","Karnataka",5952223,,
"2020-10","2020-10-11","Kerala",3594320,,289204
"2020-10","2020-10-11","Madhya Pradesh",2404153,2188070,
"2020-10","2020-10-11","Maharashtra",7643584,6115358,1528226
"2020-10","2020-10-11","Manipur",292263,,
"2020-10","2020-10-11","Mizoram",87699,,
"2020-10","2020-10-11","Nagaland",85973,,
"2020-10","2020-10-11","Odisha",3755671,,
"2020-10","2020-10-11","Puducherry",239208,203658,33686
"2020-10","2020-10-11","Punjab",2145369,,
"2020-10","2020-10-11","Rajasthan",3356935,3195594,
"2020-10","2020-10-11","Sikkim",52906,,
"2020-10","2020-10-11","Tamil Nadu",8322832,,
"2020-10","2020-10-11","Telangana",3547051,,
"2020-10","2020-10-11","Tripura",414550,386201,28349
"2020-10","2020-10-11","Uttar Pradesh",11898777,,
"2020-10","2020-10-11","Uttarakhand",822184,738954,
"2020-10","2020-10-11","West Bengal",3693600,,
"2020-10","2020-10-12","Andaman and Nicobar Islands",69932,,4023
"2020-10","2020-10-12","Andhra Pradesh",6630728,5871777,
"2020-10","2020-10-12","Arunachal Pradesh",277171,255649,
"2020-10","2020-10-12","Assam",3949847,,
"2020-10","2020-10-12","Bihar",8478692,,
"2020-10","2020-10-12","Chandigarh",88819,75016,
"2020-10","2020-10-12","Chhattisgarh",1387386,,
"2020-10","2020-10-12","Delhi",3659366,,
"2020-10","2020-10-12","Goa",273404,,
"2020-10","2020-10-12","Gujarat",5063684,,
"2020-10","2020-10-12","Haryana",2228869,2080161,
"2020-10","2020-10-12","Himachal Pradesh",326654,308962,
"2020-10","2020-10-12","Jammu and Kashmir",1854486,1770455,
"2020-10","2020-10-12","Jharkhand",2674672,2581637,93035
"2020-10","2020-10-12","Karnataka",6030980,,
"2020-10","2020-10-12","Kerala",3628429,,295134
"2020-10","2020-10-12","Madhya Pradesh",2428707,2211146,
"2020-10","2020-10-12","Maharashtra",7697906,6162591,1535315
"2020-10","2020-10-12","Manipur",304487,,
"2020-10","2020-10-12","Meghalaya",174756,166985,
"2020-10","2020-10-12","Mizoram",88551,,
"2020-10","2020-10-12","Nagaland",87014,,
"2020-10","2020-10-12","Odisha",3796767,,
"2020-10","2020-10-12","Puducherry",241787,206294,33875
"2020-10","2020-10-12","Punjab",2167731,,124535
"2020-10","2020-10-12","Rajasthan",3366071,3203020,
"2020-10","2020-10-12","Sikkim",52944,,
"2020-10","2020-10-12","Tamil Nadu",8402994,,
"2020-10","2020-10-12","Telangana",3577261,,
"2020-10","2020-10-12","Tripura",416489,388031,28458
"2020-10","2020-10-12","Uttar Pradesh",12041107,,
"2020-10","2020-10-12","Uttarakhand",831812,748703,
"2020-10","2020-10-12","West Bengal",3733656,,
"2020-10","2020-10-13","Andaman and Nicobar Islands",70780,,4036
"2020-10","2020-10-13","Andhra Pradesh",6702810,5939237,
"2020-10","2020-10-13","Arunachal Pradesh",279792,257940,
"2020-10","2020-10-13","Assam",4076126,,
"2020-10","2020-10-13","Bihar",8572837,,
"2020-10","2020-10-13","Chandigarh",89969,76089,
"2020-10","2020-10-13","Chhattisgarh",1414068,,
"2020-10","2020-10-13","Dadra and Nagar Haveli and Daman and Diu",70514,66935,3168
"2020-10","2020-10-13","Delhi",3714323,,
"2020-10","2020-10-13","Goa",274974,,
"2020-10","2020-10-13","Gujarat",5114677,,
"2020-10","2020-10-13","Haryana",2249349,2099570,
"2020-10","2020-10-13","Himachal Pradesh",329973,311834,
"2020-10","2020-10-13","Jammu and Kashmir",1875262,1790554,
"2020-10","2020-10-13","Jharkhand",2712374,2618638,93736
"2020-10","2020-10-13","Karnataka",6137221,,
"2020-10","2020-10-13","Kerala",3676682,,303898
"2020-10","2020-10-13","Madhya Pradesh",2453709,2234685,
"2020-10","2020-10-13","Maharashtra",7762005,6218168,1543837
"2020-10","2020-10-13","Manipur",306863,,
"2020-10","2020-10-13","Meghalaya",176348,168500,
"2020-10","2020-10-13","Mizoram",89795,,
"2020-10","2020-10-13","Nagaland",87666,,
"2020-10","2020-10-13","Odisha",3836825,,
"2020-10","2020-10-13","Puducherry",246059,210412,34143
"2020-10","2020-10-13","Punjab",2189467,,
"2020-10","2020-10-13","Rajasthan",3392097,3226089,
"2020-10","2020-10-13","Sikkim",53180,,
"2020-10","2020-10-13","Tamil Nadu",8488503,,
"2020-10","2020-10-13","Telangana",3624096,,
"2020-10","2020-10-13","Tripura",418985,390310,28675
"2020-10","2020-10-13","Uttar Pradesh",12192619,,
"2020-10","2020-10-13","Uttarakhand",845333,759156,
"2020-10","2020-10-13","West Bengal",3775893,,
"2020-10","2020-10-14","Andaman and Nicobar Islands",71624,,4046
"2020-10","2020-10-14","Andhra Pradesh",6772273,6004808,
"2020-10","2020-10-14","Arunachal Pradesh",283856,261730,
"2020-10","2020-10-14","Assam",4215994,,
"2020-10","2020-10-14","Bihar",8669522,,
"2020-10","2020-10-14","Chandigarh",91177,77220,
"2020-10","2020-10-14","Chhattisgarh",1441607,,
"2020-10","2020-10-14","Dadra and Nagar Haveli and Daman and Diu",70815,67297,3171
"2020-10","2020-10-14","Delhi",3771273,,
"2020-10","2020-10-14","Goa",276457,,
"2020-10","2020-10-14","Gujarat",5165670,,
"2020-10","2020-10-14","Haryana",2273580,2122372,
"2020-10","2020-10-14","Himachal Pradesh",333134,314946,
"2020-10","2020-10-14","Jammu and Kashmir",1902884,1817475,
"2020-10","2020-10-14","Jharkhand",2742044,2647675,94369
"2020-10","2020-10-14","Karnataka",6250992,,
"2020-10","2020-10-14","Kerala",3726738,,310142
"2020-10","2020-10-14","Madhya Pradesh",2481194,2261124,
"2020-10","2020-10-14","Maharashtra",7838318,6283929,1554389
"2020-10","2020-10-14","Meghalaya",178894,170903,
"2020-10","2020-10-14","Mizoram",90748,,
"2020-10","2020-10-14","Nagaland",88447,,
"2020-10","2020-10-14","Odisha",3878992,,
"2020-10","2020-10-14","Puducherry",250582,214793,34389
"2020-10","2020-10-14","Punjab",2218914,,
"2020-10","2020-10-14","Rajasthan",3414166,3246485,
"2020-10","2020-10-14","Sikkim",53417,,
"2020-10","2020-10-14","Tamil Nadu",8584041,,
"2020-10","2020-10-14","Telangana",3664152,,
"2020-10","2020-10-14","Tripura",421575,392719,28856
"2020-10","2020-10-14","Uttar Pradesh",12355046,,
"2020-10","2020-10-14","Uttarakhand",858167,769584,
"2020-10","2020-10-14","West Bengal",3818442,,
"2020-10","2020-10-15","Andaman and Nicobar Islands",72525,,4062
"2020-10","2020-10-15","Andhra Pradesh",6846040,6074537,
"2020-10","2020-10-15","Arunachal Pradesh",286572,264114,
"2020-10","2020-10-15","Assam",4251034,,
"2020-10","2020-10-15","Bihar",8777607,,
"2020-10","2020-10-15","Chandigarh",92198,78160,
"2020-10","2020-10-15","Chhattisgarh",1466334,,
"2020-10","2020-10-15","Dadra and Nagar Haveli and Daman and Diu",71144,67588,3172
"2020-10","2020-10-15","Delhi",3827164,,
"2020-10","2020-10-15","Goa",278039,,
"2020-10","2020-10-15","Gujarat",5216885,,
"2020-10","2020-10-15","Haryana",2299341,2147116,
"2020-10","2020-10-15","Himachal Pradesh",336756,318275,
"2020-10","2020-10-15","Jammu and Kashmir",1929126,1843069,
"2020-10","2020-10-15","Jharkhand",2767553,2672601,94952
"2020-10","2020-10-15","Karnataka",6355809,,
"2020-10","2020-10-15","Kerala",3776892,,317931
"2020-10","2020-10-15","Madhya Pradesh",2508619,2287241,
"2020-10","2020-10-15","Maharashtra",7914651,6350036,1564615
"2020-10","2020-10-15","Manipur",311269,,
"2020-10","2020-10-15","Mizoram",92151,,
"2020-10","2020-10-15","Nagaland",88459,,
"2020-10","2020-10-15","Odisha",3921140,,
"2020-10","2020-10-15","Puducherry",255195,218965,34634
"2020-10","2020-10-15","Punjab",2247431,,
"2020-10","2020-10-15","Rajasthan",3436121,3266766,
"2020-10","2020-10-15","Sikkim",53635,,
"2020-10","2020-10-15","Tamil Nadu",8674793,,
"2020-10","2020-10-15","Telangana",3703047,,
"2020-10","2020-10-15","Tripura",424147,395119,29028
"2020-10","2020-10-15","Uttar Pradesh",12509210,,
"2020-10","2020-10-15","Uttarakhand",870458,781170,
"2020-10","2020-10-15","West Bengal",3861095,,
"2020-10","2020-10-16","Andaman and Nicobar Islands",73363,,4072
"2020-10","2020-10-16","Andhra Pradesh",6920377,6144907,
"2020-10","2020-10-16","Assam",4285748,,
"2020-10","2020-10-16","Bihar",8894758,,
"2020-10","2020-10-16","Chandigarh",93420,79320,
"2020-10","2020-10-16","Chhattisgarh",1489424,,
"2020-10","2020-10-16","Dadra and Nagar Haveli and Daman and Diu",71386,67909,3177
"2020-10","2020-10-16","Delhi",3885309,,
"2020-10","2020-10-16","Goa",279295,,
"2020-10","2020-10-16","Gujarat",5269542,,
"2020-10","2020-10-16","Haryana",2324943,2171575,
"2020-10","2020-10-16","Himachal Pradesh",340119,321400,
"2020-10","2020-10-16","Jammu and Kashmir",1952850,1866096,
"2020-10","2020-10-16","Jharkhand",2802066,2706641,95425
"2020-10","2020-10-16","Karnataka",6461694,,
"2020-10","2020-10-16","Kerala",3828728,,325214
"2020-10","2020-10-16","Madhya Pradesh",2534366,2311636,
"2020-10","2020-10-16","Maharashtra",7989693,6413631,1576062
"2020-10","2020-10-16","Manipur",313601,,
"2020-10","2020-10-16","Meghalaya",183808,175505,
"2020-10","2020-10-16","Mizoram",93584,,
"2020-10","2020-10-16","Nagaland",89203,,
"2020-10","2020-10-16","Odisha",3959712,,
"2020-10","2020-10-16","Puducherry",259482,223094,34921
"2020-10","2020-10-16","Punjab",2274772,,
"2020-10","2020-10-16","Rajasthan",3456029,3284844,
"2020-10","2020-10-16","Sikkim",53814,,
"2020-10","2020-10-16","Tamil Nadu",8766038,,
"2020-10","2020-10-16","Telangana",3746963,,
"2020-10","2020-10-16","Tripura",426745,397555,29190
"2020-10","2020-10-16","Uttar Pradesh",12679476,,
"2020-10","2020-10-16","Uttarakhand",883120,792432,
"2020-10","2020-10-16","West Bengal",3904322,,
"2020-10","2020-10-17","Andaman and Nicobar Islands",74277,,4083
"2020-10","2020-10-17","Andhra Pradesh",6991258,6212112,
"2020-10","2020-10-17","Arunachal Pradesh",291875,268732,
"2020-10","2020-10-17","Assam",4308877,,
"2020-10","2020-10-17","Bihar",9015471,,
"2020-10","2020-10-17","Chandigarh",94462,80308,
"2020-10","2020-10-17","Chhattisgarh",1511088,,
"2020-10","2020-10-17","Dadra and Nagar Haveli and Daman and Diu",71664,68164,3180
"2020-10","2020-10-17","Delhi",3941024,,
"2020-10","2020-10-17","Goa",280703,,
"2020-10","2020-10-17","Gujarat",5322288,,
"2020-10","2020-10-17","Haryana",2350871,2196371,
"2020-10","2020-10-17","Himachal Pradesh",343186,324168,
"2020-10","2020-10-17","Jammu and Kashmir",1978626,1891262,
"2020-10","2020-10-17","Jharkhand",2827248,2731281,95967
"2020-10","2020-10-17","Karnataka",6562710,,
"2020-10","2020-10-17","Kerala",3880795,,334230
"2020-10","2020-10-17","Madhya Pradesh",2560849,2336897,
"2020-10","2020-10-17","Maharashtra",8069100,6482779,1586321
"2020-10","2020-10-17","Manipur",318036,,
"2020-10","2020-10-17","Meghalaya",185467,177063,
"2020-10","2020-10-17","Mizoram",95288,,
"2020-10","2020-10-17","Nagaland",89735,,
"2020-10","2020-10-17","Odisha",4001065,,
"2020-10","2020-10-17","Puducherry",263481,226851,35133
"2020-10","2020-10-17","Punjab",2300669,,
"2020-10","2020-10-17","Rajasthan",3478430,3304360,
"2020-10","2020-10-17","Sikkim",54107,,
"2020-10","2020-10-17","Tamil Nadu",8856280,,
"2020-10","2020-10-17","Telangana",3789460,,
"2020-10","2020-10-17","Tripura",428975,399651,29324
"2020-10","2020-10-17","Uttar Pradesh",12841878,,
"2020-10","2020-10-17","Uttarakhand",894553,803877,
"2020-10","2020-10-17","West Bengal",3947750,,
"2020-10","2020-10-18","Andaman and Nicobar Islands",75030,,4108
"2020-10","2020-10-18","Andhra Pradesh",7066203,6283071,
"2020-10","2020-10-18","Arunachal Pradesh",293164,269846,
"2020-10","2020-10-18","Assam",4322424,,
"2020-10","2020-10-18","Bihar",9134927,,
"2020-10","2020-10-18","Chandigarh",95022,80799,
"2020-10","2020-10-18","Chhattisgarh",1526356,,
"2020-10","2020-10-18","Dadra and Nagar Haveli and Daman and Diu",71807,68439,3183
"2020-10","2020-10-18","Delhi",3990438,,
"2020-10","2020-10-18","Goa",281949,,
"2020-10","2020-10-18","Gujarat",5374249,,
"2020-10","2020-10-18","Haryana",2371474,2216063,
"2020-10","2020-10-18","Himachal Pradesh",345263,326193,
"2020-10","2020-10-18","Jammu and Kashmir",2004113,1916171,
"2020-10","2020-10-18","Jharkhand",2848662,2752310,96352
"2020-10","2020-10-18","Karnataka",6667777,,
"2020-10","2020-10-18","Kerala",3939199,,341861
"2020-10","2020-10-18","Madhya Pradesh",2585631,2360649,
"2020-10","2020-10-18","Maharashtra",8139466,6544085,1595381
"2020-10","2020-10-18","Manipur",320798,,
"2020-10","2020-10-18","Nagaland",90407,,
"2020-10","2020-10-18","Odisha",4043323,,
"2020-10","2020-10-18","Puducherry",267656,230990,35310
"2020-10","2020-10-18","Punjab",2321084,,
"2020-10","2020-10-18","Rajasthan",3490719,3315575,
"2020-10","2020-10-18","Sikkim",54282,,
"2020-10","2020-10-18","Tamil Nadu",8946566,,
"2020-10","2020-10-18","Telangana",3830503,,
"2020-10","2020-10-18","Tripura",431581,402116,29465
"2020-10","2020-10-18","Uttar Pradesh",13011893,,
"2020-10","2020-10-18","Uttarakhand",902182,813404,
"2020-10","2020-10-18","West Bengal",3991270,,
"2020-10","2020-10-19","Andaman and Nicobar Islands",75977,,4126
"2020-10","2020-10-19","Andhra Pradesh",7127533,6341483,
"2020-10","2020-10-19","Arunachal Pradesh",296135,272412,
"2020-10","2020-10-19","Assam",4357380,,
"2020-10","2020-10-19","Bihar",9248652,,
"2020-10","2020-10-19","Chandigarh",95776,81509,
"2020-10","2020-10-19","Chhattisgarh",1547704,,
"2020-10","2020-10-19","Dadra and Nagar Haveli and Daman and Diu",72136,68578,3185
"2020-10","2020-10-19","Delhi",4026883,,
"2020-10","2020-10-19","Goa",282691,,
"2020-10","2020-10-19","Gujarat",5426621,,
"2020-10","2020-10-19","Haryana",2387906,2231220,
"2020-10","2020-10-19","Himachal Pradesh",347411,328251,
"2020-10","2020-10-19","Jammu and Kashmir",2023294,1934925,
"2020-10","2020-10-19","Jharkhand",2882567,2785725,96842
"2020-10","2020-10-19","Karnataka",6746358,,
"2020-10","2020-10-19","Kerala",3975798,,346883
"2020-10","2020-10-19","Madhya Pradesh",2607185,2381188,
"2020-10","2020-10-19","Maharashtra",8185778,,
"2020-10","2020-10-19","Manipur",322852,,
"2020-10","2020-10-19","Meghalaya",188256,179720,
"2020-10","2020-10-19","Mizoram",96427,,
"2020-10","2020-10-19","Nagaland",91154,,
"2020-10","2020-10-19","Odisha",4082063,,
"2020-10","2020-10-19","Puducherry",270189,233824,35418
"2020-10","2020-10-19","Punjab",2339398,,
"2020-10","2020-10-19","Rajasthan",3499421,3322097,
"2020-10","2020-10-19","Sikkim",54310,,
"2020-10","2020-10-19","Tamil Nadu",9031696,,
"2020-10","2020-10-19","Telangana",3856530,,
"2020-10","2020-10-19","Tripura",433688,404138,
"2020-10","2020-10-19","Uttar Pradesh",13147388,,
"2020-10","2020-10-19","Uttarakhand",914976,825036,
"2020-10","2020-10-19","West Bengal",4034889,,
"2020-10","2020-10-20","Andaman and Nicobar Islands",77200,,4141
"2020-10","2020-10-20","Andhra Pradesh",7196628,6407075,
"2020-10","2020-10-20","Arunachal Pradesh",298490,274506,
"2020-10","2020-10-20","Assam",4395965,,
"2020-10","2020-10-20","Bihar",9389946,,
"2020-10","2020-10-20","Chandigarh",96707,82377,
"2020-10","2020-10-20","Chhattisgarh",1569496,,
"2020-10","2020-10-20","Dadra and Nagar Haveli and Daman and Diu",72410,68894,3194
"2020-10","2020-10-20","Delhi",4083476,,
"2020-10","2020-10-20","Goa",284193,,
"2020-10","2020-10-20","Gujarat",5479536,,
"2020-10","2020-10-20","Haryana",2406566,2249081,
"2020-10","2020-10-20","Himachal Pradesh",351141,331538,
"2020-10","2020-10-20","Jammu and Kashmir",2048631,1959673,
"2020-10","2020-10-20","Jharkhand",2913412,2815998,97414
"2020-10","2020-10-20","Karnataka",6844594,,
"2020-10","2020-10-20","Kerala",4029699,,353474
"2020-10","2020-10-20","Madhya Pradesh",2630278,2403306,
"2020-10","2020-10-20","Maharashtra",8251234,6641718,1609516
"2020-10","2020-10-20","Manipur",325782,,
